Subject	Rating1	Rating1_StartPosition	Trial	Trial_No	Condition	Anticipation	IADS	Rating2	Rating2_StartPosition1
123_GH_VP46	0	1	1	18	1	20	276	-3	-4
123_GH_VP46	0	0	2	22	2	10	377	1	-3
123_GH_VP46	1	-2	3	27	2	15	376	2	2
123_GH_VP46	-1	0	4	11	1	6	275	-3	1
123_GH_VP46	1	0	5	25	2	25	377	1	-1
123_GH_VP46	-1	3	6	16	1	10	277	-1	1
123_GH_VP46	2	4	7	24	2	20	376	2	3
123_GH_VP46	-2	3	8	13	1	15	277	-1	4
123_GH_VP46	2	-1	9	29	2	6	370	1	0
123_GH_VP46	-1	-4	10	16	1	10	277	-1	1
123_GH_VP46	2	-3	11	21	2	6	376	3	2
123_GH_VP46	-1	1	12	17	1	15	275	-2	-3
123_GH_VP46	2	3	13	26	2	10	370	1	2
123_GH_VP46	-1	-1	14	14	1	20	275	-2	0
123_GH_VP46	1	3	15	23	2	15	370	0	-1
123_GH_VP46	-1	1	16	19	1	6	277	-1	4
123_GH_VP46	1	-3	17	28	2	20	377	1	1
123_GH_VP46	-1	-3	18	12	1	10	276	-2	-4
123_GH_VP46	1	-4	1	22	2	10	377	2	3
123_GH_VP46	-1	1	2	11	1	6	275	-2	3
123_GH_VP46	-1	-3	3	15	1	25	276	-2	-2
123_GH_VP46	-1	-1	4	18	1	20	276	-2	4
123_GH_VP46	2	-4	5	21	2	6	376	2	-4
123_GH_VP46	2	-3	6	29	2	6	370	1	-4
123_GH_VP46	2	1	7	24	2	20	376	3	3
123_GH_VP46	-1	-3	8	13	1	15	277	-1	3
123_GH_VP46	2	-1	9	27	2	15	376	3	4
123_GH_VP46	-1	0	10	19	1	6	277	-1	0
123_GH_VP46	-1	-1	11	12	1	10	276	-2	-2
123_GH_VP46	2	4	12	26	2	10	370	1	3
123_GH_VP46	2	1	13	28	2	20	377	2	-3
123_GH_VP46	-1	-1	14	17	1	15	275	-2	-1
123_GH_VP46	2	2	15	21	2	6	376	3	0
123_GH_VP46	-1	-1	16	11	1	6	275	-2	4
123_GH_VP46	2	2	17	23	2	15	370	1	-1
123_GH_VP46	-1	-2	18	14	1	20	275	-2	-3
123_GH_VP46	-1	2	1	14	1	20	275	-1	-4
123_GH_VP46	-1	-3	2	11	1	6	275	-1	-3
123_GH_VP46	2	4	3	29	2	6	370	1	-1
123_GH_VP46	-1	2	4	18	1	20	276	-2	3
123_GH_VP46	2	-1	5	25	2	25	377	2	-1
123_GH_VP46	-1	4	6	16	1	10	277	-1	4
123_GH_VP46	2	-4	7	24	2	20	376	3	3
123_GH_VP46	-1	-4	8	13	1	15	277	0	1
123_GH_VP46	2	-4	9	27	2	15	376	3	1
123_GH_VP46	-1	-3	10	19	1	6	277	-1	-2
123_GH_VP46	-1	0	11	12	1	10	276	-2	4
123_GH_VP46	2	3	12	26	2	10	370	1	-2
123_GH_VP46	2	2	13	28	2	20	377	2	4
123_GH_VP46	-1	3	14	17	1	15	275	-2	-1
123_GH_VP46	2	4	15	21	2	6	376	3	-2
123_GH_VP46	-1	3	16	15	1	25	276	-1	3
123_GH_VP46	2	-1	17	23	2	15	370	1	1
123_GH_VP46	2	2	18	22	2	10	377	2	-4
