Subject	Rating1	Rating1_StartPosition	Trial	Trial_No	Condition	Anticipation	IADS	Rating2	Rating2_StartPosition1
123_GH_VP33	0	1	1	18	1	20	276	-3	-4
123_GH_VP33	1	-2	2	22	2	10	377	2	4
123_GH_VP33	1	-2	3	27	2	15	376	0	-4
123_GH_VP33	-1	-4	4	11	1	6	275	-3	3
123_GH_VP33	1	-4	5	25	2	25	377	1	-4
123_GH_VP33	-1	-1	6	16	1	10	277	-3	-2
123_GH_VP33	1	1	7	24	2	20	376	0	-4
123_GH_VP33	-1	0	8	13	1	15	277	-3	0
123_GH_VP33	1	-1	9	29	2	6	370	2	1
123_GH_VP33	-1	-1	10	16	1	10	277	-4	-1
123_GH_VP33	1	-3	11	21	2	6	376	0	3
123_GH_VP33	-1	3	12	17	1	15	275	-3	0
123_GH_VP33	1	-2	13	26	2	10	370	2	3
123_GH_VP33	-1	-1	14	14	1	20	275	-3	-2
123_GH_VP33	1	-2	15	23	2	15	370	2	4
123_GH_VP33	-1	3	16	19	1	6	277	-4	3
123_GH_VP33	1	-1	17	28	2	20	377	1	-4
123_GH_VP33	-1	1	18	12	1	10	276	-4	0
123_GH_VP33	1	0	1	22	2	10	377	1	4
123_GH_VP33	-1	3	2	11	1	6	275	-2	3
123_GH_VP33	-1	1	3	15	1	25	276	-4	-1
123_GH_VP33	-1	-4	4	18	1	20	276	-4	-2
123_GH_VP33	1	0	5	21	2	6	376	0	4
123_GH_VP33	1	1	6	29	2	6	370	2	-3
123_GH_VP33	1	2	7	24	2	20	376	0	-1
123_GH_VP33	-1	-3	8	13	1	15	277	-3	4
123_GH_VP33	1	1	9	27	2	15	376	0	2
123_GH_VP33	-1	2	10	19	1	6	277	-3	3
123_GH_VP33	-1	3	11	12	1	10	276	-4	4
123_GH_VP33	1	-2	12	26	2	10	370	2	0
123_GH_VP33	1	3	13	28	2	20	377	1	4
123_GH_VP33	-1	4	14	17	1	15	275	-2	3
123_GH_VP33	1	2	15	21	2	6	376	0	-1
123_GH_VP33	-1	-2	16	11	1	6	275	-3	-1
123_GH_VP33	1	3	17	23	2	15	370	2	-3
123_GH_VP33	-1	1	18	14	1	20	275	-3	2
123_GH_VP33	-1	-3	1	14	1	20	275	-3	2
123_GH_VP33	-1	3	2	11	1	6	275	-3	4
123_GH_VP33	1	-3	3	29	2	6	370	2	1
123_GH_VP33	-1	1	4	18	1	20	276	-4	-3
123_GH_VP33	1	-1	5	25	2	25	377	1	-1
123_GH_VP33	-1	0	6	16	1	10	277	-3	-4
123_GH_VP33	1	-2	7	24	2	20	376	0	3
123_GH_VP33	-1	-1	8	13	1	15	277	-4	4
123_GH_VP33	1	3	9	27	2	15	376	0	3
123_GH_VP33	-1	3	10	19	1	6	277	-3	1
123_GH_VP33	-1	-1	11	12	1	10	276	-4	-4
123_GH_VP33	1	4	12	26	2	10	370	2	-1
123_GH_VP33	1	-1	13	28	2	20	377	1	4
123_GH_VP33	-1	-3	14	17	1	15	275	-3	4
123_GH_VP33	1	0	15	21	2	6	376	0	3
123_GH_VP33	-1	0	16	15	1	25	276	-4	-4
123_GH_VP33	1	4	17	23	2	15	370	2	0
123_GH_VP33	1	4	18	22	2	10	377	2	-2
