Subject	Rating1	Rating1_StartPosition	Trial	Trial_No	Condition	Anticipation	IADS	Rating2	Rating2_StartPosition1
123_GH_VP43	-2	-2	1	18	1	20	276	-3	-3
123_GH_VP43	2	-1	2	22	2	10	377	2	1
123_GH_VP43	2	1	3	27	2	15	376	2	-1
123_GH_VP43	-1	1	4	11	1	6	275	-3	1
123_GH_VP43	2	1	5	25	2	25	377	1	-1
123_GH_VP43	-2	3	6	16	1	10	277	-3	3
123_GH_VP43	3	-2	7	24	2	20	376	2	-3
123_GH_VP43	-3	-1	8	13	1	15	277	-3	-4
123_GH_VP43	2	-4	9	29	2	6	370	3	-4
123_GH_VP43	-2	2	10	16	1	10	277	-3	-1
123_GH_VP43	3	3	11	21	2	6	376	2	1
123_GH_VP43	-2	-4	12	17	1	15	275	-3	-3
123_GH_VP43	3	3	13	26	2	10	370	3	-3
123_GH_VP43	-3	0	14	14	1	20	275	-3	-2
123_GH_VP43	2	4	15	23	2	15	370	3	4
123_GH_VP43	-2	4	16	19	1	6	277	-3	-4
123_GH_VP43	2	2	17	28	2	20	377	1	4
123_GH_VP43	-2	-4	18	12	1	10	276	-3	4
123_GH_VP43	2	-4	1	22	2	10	377	1	-3
123_GH_VP43	-2	0	2	11	1	6	275	-3	-4
123_GH_VP43	-3	1	3	15	1	25	276	-3	-2
123_GH_VP43	-2	2	4	18	1	20	276	-2	0
123_GH_VP43	2	3	5	21	2	6	376	2	2
123_GH_VP43	2	-2	6	29	2	6	370	3	-2
123_GH_VP43	2	2	7	24	2	20	376	2	3
123_GH_VP43	-3	-2	8	13	1	15	277	-3	-1
123_GH_VP43	2	-2	9	27	2	15	376	1	2
123_GH_VP43	-2	-3	10	19	1	6	277	-2	0
123_GH_VP43	-2	4	11	12	1	10	276	-4	-1
123_GH_VP43	3	0	12	26	2	10	370	3	0
123_GH_VP43	3	-4	13	28	2	20	377	2	2
123_GH_VP43	-2	-4	14	17	1	15	275	-3	-3
123_GH_VP43	3	1	15	21	2	6	376	1	-4
123_GH_VP43	-2	-3	16	11	1	6	275	-3	3
123_GH_VP43	3	2	17	23	2	15	370	3	-3
123_GH_VP43	-2	-3	18	14	1	20	275	-3	-3
123_GH_VP43	-1	0	1	14	1	20	275	-3	4
123_GH_VP43	-1	1	2	11	1	6	275	-3	-2
123_GH_VP43	3	-3	3	29	2	6	370	3	-3
123_GH_VP43	-3	4	4	18	1	20	276	-3	-3
123_GH_VP43	2	-4	5	25	2	25	377	1	-3
123_GH_VP43	-2	0	6	16	1	10	277	-2	-2
123_GH_VP43	2	0	7	24	2	20	376	2	-1
123_GH_VP43	-2	-3	8	13	1	15	277	-2	-1
123_GH_VP43	2	3	9	27	2	15	376	1	3
123_GH_VP43	-2	1	10	19	1	6	277	-2	-1
123_GH_VP43	-2	3	11	12	1	10	276	-3	-1
123_GH_VP43	2	-2	12	26	2	10	370	3	-2
123_GH_VP43	2	1	13	28	2	20	377	2	-3
123_GH_VP43	-2	-4	14	17	1	15	275	-3	3
123_GH_VP43	2	2	15	21	2	6	376	1	-2
123_GH_VP43	-2	-2	16	15	1	25	276	-3	-4
123_GH_VP43	1	-3	17	23	2	15	370	3	-3
123_GH_VP43	2	-1	18	22	2	10	377	2	-2
