Subject	Rating1	Rating1_StartPosition	Trial	Trial_No	Condition	Anticipation	IADS	Rating2	Rating2_StartPosition1
123_GH_VP68	0	3	1	18	1	20	276	-1	1
123_GH_VP68	0	0	2	22	2	10	377	2	-3
123_GH_VP68	2	4	3	27	2	15	376	1	-2
123_GH_VP68	1	0	4	11	1	6	275	0	-2
123_GH_VP68	0	-3	5	25	2	25	377	1	-4
123_GH_VP68	1	0	6	16	1	10	277	0	1
123_GH_VP68	0	-1	7	24	2	20	376	2	0
123_GH_VP68	1	-4	8	13	1	15	277	0	-3
123_GH_VP68	0	0	9	29	2	6	370	1	2
123_GH_VP68	0	-3	10	16	1	10	277	0	2
123_GH_VP68	0	0	11	21	2	6	376	1	-4
123_GH_VP68	0	4	12	17	1	15	275	-2	3
123_GH_VP68	-1	3	13	26	2	10	370	0	-2
123_GH_VP68	0	1	14	14	1	20	275	-1	1
123_GH_VP68	0	0	15	23	2	15	370	0	0
123_GH_VP68	0	-4	16	19	1	6	277	-1	4
123_GH_VP68	0	1	17	28	2	20	377	0	0
123_GH_VP68	0	1	18	12	1	10	276	-2	4
123_GH_VP68	0	3	1	22	2	10	377	1	2
123_GH_VP68	1	-4	2	11	1	6	275	0	0
123_GH_VP68	0	1	3	15	1	25	276	0	3
123_GH_VP68	0	2	4	18	1	20	276	-1	3
123_GH_VP68	-1	-2	5	21	2	6	376	-1	1
123_GH_VP68	0	2	6	29	2	6	370	0	-3
123_GH_VP68	0	-1	7	24	2	20	376	0	3
123_GH_VP68	0	1	8	13	1	15	277	0	-2
123_GH_VP68	0	-3	9	27	2	15	376	0	-3
123_GH_VP68	0	1	10	19	1	6	277	-1	4
123_GH_VP68	0	-1	11	12	1	10	276	-1	0
123_GH_VP68	0	4	12	26	2	10	370	1	0
123_GH_VP68	1	2	13	28	2	20	377	3	4
123_GH_VP68	2	-2	14	17	1	15	275	-1	2
123_GH_VP68	0	-3	15	21	2	6	376	2	-1
123_GH_VP68	1	-1	16	11	1	6	275	-1	-4
123_GH_VP68	0	3	17	23	2	15	370	1	0
123_GH_VP68	0	3	18	14	1	20	275	-1	-1
123_GH_VP68	0	-3	1	14	1	20	275	-1	-3
123_GH_VP68	0	-3	2	11	1	6	275	-1	-1
123_GH_VP68	0	-2	3	29	2	6	370	1	3
123_GH_VP68	0	2	4	18	1	20	276	-1	-2
123_GH_VP68	0	3	5	25	2	25	377	2	4
123_GH_VP68	0	0	6	16	1	10	277	0	-2
123_GH_VP68	0	-4	7	24	2	20	376	2	4
123_GH_VP68	0	-2	8	13	1	15	277	-1	3
123_GH_VP68	0	-2	9	27	2	15	376	1	0
123_GH_VP68	0	-1	10	19	1	6	277	-1	-4
123_GH_VP68	0	-1	11	12	1	10	276	-2	-3
123_GH_VP68	-1	-3	12	26	2	10	370	0	-2
123_GH_VP68	1	1	13	28	2	20	377	3	2
123_GH_VP68	3	-3	14	17	1	15	275	0	1
123_GH_VP68	1	-4	15	21	2	6	376	1	-2
123_GH_VP68	1	-3	16	15	1	25	276	-1	-3
123_GH_VP68	1	3	17	23	2	15	370	2	-2
123_GH_VP68	1	-1	18	22	2	10	377	3	1
