Subject	Rating1	Rating1_StartPosition	Trial	Trial_No	Condition	Anticipation	IADS	Rating2	Rating2_StartPosition1
123_GH_VP58	-1	-2	1	18	1	20	276	-2	2
123_GH_VP58	1	-4	2	22	2	10	377	3	-2
123_GH_VP58	-2	4	3	27	2	15	376	0	1
123_GH_VP58	-1	4	4	11	1	6	275	-3	-1
123_GH_VP58	0	-4	5	25	2	25	377	2	-3
123_GH_VP58	-1	0	6	16	1	10	277	-3	3
123_GH_VP58	1	-1	7	24	2	20	376	1	-4
123_GH_VP58	-1	1	8	13	1	15	277	-2	2
123_GH_VP58	1	3	9	29	2	6	370	3	4
123_GH_VP58	-1	-2	10	16	1	10	277	-3	3
123_GH_VP58	0	-2	11	21	2	6	376	0	-4
123_GH_VP58	-1	0	12	17	1	15	275	-3	3
123_GH_VP58	0	-4	13	26	2	10	370	2	3
123_GH_VP58	-1	3	14	14	1	20	275	-3	2
123_GH_VP58	0	2	15	23	2	15	370	2	-1
123_GH_VP58	-1	4	16	19	1	6	277	-3	-4
123_GH_VP58	0	2	17	28	2	20	377	3	2
123_GH_VP58	-1	-1	18	12	1	10	276	-4	-2
123_GH_VP58	0	-4	1	22	2	10	377	2	-2
123_GH_VP58	-1	4	2	11	1	6	275	-3	1
123_GH_VP58	-1	1	3	15	1	25	276	-2	4
123_GH_VP58	-1	4	4	18	1	20	276	-2	3
123_GH_VP58	0	3	5	21	2	6	376	3	0
123_GH_VP58	0	-3	6	29	2	6	370	2	-4
123_GH_VP58	1	1	7	24	2	20	376	2	-4
123_GH_VP58	0	1	8	13	1	15	277	-2	0
123_GH_VP58	0	3	9	27	2	15	376	0	1
123_GH_VP58	-1	2	10	19	1	6	277	-2	2
123_GH_VP58	-1	0	11	12	1	10	276	-3	4
123_GH_VP58	1	-4	12	26	2	10	370	3	4
123_GH_VP58	2	-1	13	28	2	20	377	2	3
123_GH_VP58	-1	0	14	17	1	15	275	-2	-2
123_GH_VP58	1	-3	15	21	2	6	376	2	0
123_GH_VP58	-3	-3	16	11	1	6	275	-3	-4
123_GH_VP58	1	2	17	23	2	15	370	3	1
123_GH_VP58	-1	3	18	14	1	20	275	-2	2
123_GH_VP58	-1	-4	1	14	1	20	275	-3	0
123_GH_VP58	-1	-1	2	11	1	6	275	-2	3
123_GH_VP58	1	0	3	29	2	6	370	2	3
123_GH_VP58	-2	3	4	18	1	20	276	-2	1
123_GH_VP58	0	-3	5	25	2	25	377	3	3
123_GH_VP58	-1	4	6	16	1	10	277	-2	-2
123_GH_VP58	1	-3	7	24	2	20	376	1	2
123_GH_VP58	-1	2	8	13	1	15	277	-1	-4
123_GH_VP58	0	1	9	27	2	15	376	2	-3
123_GH_VP58	-1	-4	10	19	1	6	277	-2	-4
123_GH_VP58	-2	1	11	12	1	10	276	-3	4
123_GH_VP58	0	3	12	26	2	10	370	2	-4
123_GH_VP58	2	0	13	28	2	20	377	2	-4
123_GH_VP58	-1	-2	14	17	1	15	275	-2	0
123_GH_VP58	1	-2	15	21	2	6	376	2	-4
123_GH_VP58	-1	2	16	15	1	25	276	-3	1
123_GH_VP58	1	1	17	23	2	15	370	2	-4
123_GH_VP58	1	0	18	22	2	10	377	3	4
