Subject	Rating1	Rating1_StartPosition	Trial	Trial_No	Condition	Anticipation	IADS	Rating2	Rating2_StartPosition1
123_GH_VP56	0	-3	1	18	1	20	276	-3	-3
123_GH_VP56	1	3	2	22	2	10	377	1	0
123_GH_VP56	-1	1	3	27	2	15	376	0	-1
123_GH_VP56	-1	2	4	11	1	6	275	-2	0
123_GH_VP56	0	3	5	25	2	25	377	1	3
123_GH_VP56	-2	2	6	16	1	10	277	-1	-2
123_GH_VP56	0	2	7	24	2	20	376	1	-1
123_GH_VP56	-1	4	8	13	1	15	277	0	-3
123_GH_VP56	0	1	9	29	2	6	370	0	3
123_GH_VP56	-1	3	10	16	1	10	277	-1	-3
123_GH_VP56	1	-4	11	21	2	6	376	0	3
123_GH_VP56	-1	-4	12	17	1	15	275	-2	-1
123_GH_VP56	1	-1	13	26	2	10	370	1	2
123_GH_VP56	-1	0	14	14	1	20	275	-1	2
123_GH_VP56	0	-4	15	23	2	15	370	0	-1
123_GH_VP56	-1	-1	16	19	1	6	277	0	-3
123_GH_VP56	1	4	17	28	2	20	377	2	0
123_GH_VP56	-1	3	18	12	1	10	276	-1	0
123_GH_VP56	1	-2	1	22	2	10	377	2	-4
123_GH_VP56	-2	1	2	11	1	6	275	-2	1
123_GH_VP56	-2	3	3	15	1	25	276	0	1
123_GH_VP56	-1	3	4	18	1	20	276	-1	0
123_GH_VP56	1	-4	5	21	2	6	376	0	1
123_GH_VP56	0	0	6	29	2	6	370	0	-2
123_GH_VP56	1	1	7	24	2	20	376	1	3
123_GH_VP56	-2	0	8	13	1	15	277	-1	0
123_GH_VP56	1	2	9	27	2	15	376	0	0
123_GH_VP56	-2	-2	10	19	1	6	277	0	-3
123_GH_VP56	-2	-1	11	12	1	10	276	-2	-2
123_GH_VP56	1	3	12	26	2	10	370	0	2
123_GH_VP56	1	-1	13	28	2	20	377	3	-4
123_GH_VP56	-3	-4	14	17	1	15	275	-2	4
123_GH_VP56	2	-2	15	21	2	6	376	0	4
123_GH_VP56	-3	-4	16	11	1	6	275	-1	1
123_GH_VP56	2	-4	17	23	2	15	370	0	-1
123_GH_VP56	-2	0	18	14	1	20	275	-2	4
123_GH_VP56	-3	0	1	14	1	20	275	-3	1
123_GH_VP56	-1	4	2	11	1	6	275	-1	0
123_GH_VP56	2	-1	3	29	2	6	370	0	-3
123_GH_VP56	-1	3	4	18	1	20	276	-3	-2
123_GH_VP56	1	2	5	25	2	25	377	3	0
123_GH_VP56	-2	-4	6	16	1	10	277	-1	-2
123_GH_VP56	1	-1	7	24	2	20	376	0	3
123_GH_VP56	-1	4	8	13	1	15	277	-1	-3
123_GH_VP56	0	-4	9	27	2	15	376	0	4
123_GH_VP56	-2	3	10	19	1	6	277	0	1
123_GH_VP56	-2	4	11	12	1	10	276	-2	4
123_GH_VP56	1	3	12	26	2	10	370	1	-3
123_GH_VP56	1	-3	13	28	2	20	377	3	4
123_GH_VP56	-2	3	14	17	1	15	275	-2	3
123_GH_VP56	2	-2	15	21	2	6	376	0	2
123_GH_VP56	-1	3	16	15	1	25	276	-3	-3
123_GH_VP56	2	-1	17	23	2	15	370	1	-2
123_GH_VP56	2	4	18	22	2	10	377	3	-4
